"name","fitness_mean","precision_mean","simplicity_mean","generalization_mean","fitness_sd","precision_sd","simplicity_sd","generalization_sd","fitness_alfa","precision_alfa","simplicity_alfa","generalization_alfa"
"Alpha Miner",0.783556306713337,0.9839195980389,0.340604066077089,0.731847234242234,0.087487705686086,0.016263581150608,0.102721712885962,0.0306247029397461,0.760556306713337,0.9779195980389,0.313604066077089,0.722847234242234
"Inductive Miner",0.999960853922866,0.227921967627571,0.497993360634308,0.754226862745705,0.000659811054065828,0.148517711994449,0.0846755031686819,0.0326514378209157,NA,0.188921967627571,0.474993360634308,0.744226862745705
"Heuristics Miner",0.9086274789913,0.68460431409096,0.860077455267857,0.796655035331467,0.055167109425295,0.259115604475726,0.0544919656721051,0.0171520995856024,0.8936274789913,0.61860431409096,0.845077455267857,0.790655035331467
