"name","fitness_mean","precision_mean","simplicity_mean","generalization_mean","fitness_sd","precision_sd","simplicity_sd","generalization_sd","fitness_alfa","precision_alfa","simplicity_alfa","generalization_alfa"
"Alpha Miner",0.810046780557703,0.983892245691758,0.335533186747494,0.744985994496982,0.101195386140993,0.0182179930110029,0.107006926968108,0.0284406494433414,0.780046780557703,0.974892245691758,0.302533186747494,0.732985994496982
"Inductive Miner",1,0.31233382956437,0.503816294490319,0.766483870957731,0,0.223653807978511,0.0808586258771197,0.0305876989036904,NA,0.24933382956437,0.479816294490319,0.754483870957731
"Heuristics Miner",0.901417163465384,0.752875086008571,0.846343260491964,0.794081572795703,0.0660739895653276,0.223787475772815,0.071125308584144,0.024120288508474,0.880417163465384,0.692875086008571,0.822343260491964,0.782081572795703
