,Fitness,Precision,Simplicity,Generalization
0,1.0,0.7322768974145121,0.6585365853658536,0.8086029165839534
1,1.0,1.0,1.0,0.8924233835658096
2,1.0,1.0,0.9591836734693879,0.8844192955674246
3,1.0,0.7909120310478654,0.7142857142857143,0.8136109349086341
4,1.0,0.992,0.8867924528301887,0.8572618488094637
5,1.0,0.9980769230769231,0.9310344827586208,0.8771946594469933
6,1.0,0.717931269139163,0.6521739130434783,0.7914837581152168
7,1.0,1.0,1.0,0.8896875760951275
8,1.0,0.7909120310478654,0.7142857142857143,0.8136109349086341
9,1.0,0.8874532471948317,0.7560975609756097,0.8201575919802087
10,1.0,0.7701407607067985,0.6699029126213593,0.755233718728283
11,1.0,0.9924,0.8666666666666667,0.8588919250778548
12,1.0,0.99,0.8412698412698413,0.8516493994188095
13,1.0,0.9143749999999999,0.7263157894736842,0.8152795668615941
14,1.0,0.9337940258582256,0.8571428571428572,0.851737560873958
15,1.0,0.9235716988270904,0.7777777777777779,0.8408582343459219
16,1.0,0.9052727272727272,0.7209302325581395,0.7795540527501815
17,1.0,0.9980769230769231,0.9310344827586208,0.8771946594469933
18,1.0,0.9848275862068966,0.8333333333333333,0.8468780335373928
19,1.0,0.7544051146109465,0.6666666666666666,0.8097331892957635
20,1.0,0.6445503137346038,0.6326530612244898,0.776617579335876
21,1.0,0.7909120310478654,0.7142857142857143,0.8136109349086341
22,1.0,0.99,0.8412698412698413,0.8516493994188095
23,1.0,0.996,0.9285714285714284,0.8663691466801047
24,1.0,0.6832623648869964,0.631578947368421,0.7852264109710403
25,1.0,0.8775390050044156,0.7142857142857143,0.8074820954764741
26,1.0,0.813943661971831,0.7142857142857143,0.8183601488270031
27,1.0,0.9893877551020408,0.8360655737704916,0.8490949698874851
28,1.0,1.0,1.0,0.8999999999999999
29,1.0,0.9894444444444445,0.875,0.8575737972538243
30,1.0,0.9960416666666667,0.9259259259259258,0.8715698521522164
31,1.0,0.992,0.8867924528301887,0.8572618488094637
32,1.0,0.933678583361176,0.7777777777777779,0.8384471354249925
33,1.0,0.9894444444444445,0.875,0.8575737972538243
34,1.0,1.0,1.0,0.9
35,1.0,1.0,1.0,0.8917912214312672
36,1.0,0.9229094076655052,0.7777777777777779,0.8337824726915144
37,1.0,0.984375,0.8064516129032256,0.8376080502381119
38,1.0,0.734683075294429,0.6541353383458647,0.7895698459630052
39,1.0,1.0,1.0,0.8999999999999999
40,1.0,0.8302777777777778,0.6785714285714285,0.7852531765137375
41,1.0,0.7130838410211778,0.6981132075471698,0.7675441828704741
42,1.0,0.8188475007959248,0.7021276595744681,0.8084466860903236
43,1.0,0.6893544733861834,0.631578947368421,0.7667266728214894
44,1.0,0.9283636363636364,0.7837837837837838,0.8469099002995
45,1.0,0.9387254901960784,0.8666666666666667,0.8537828639272291
46,1.0,0.7130838410211778,0.6981132075471698,0.7675441828704741
47,1.0,0.717931269139163,0.6521739130434783,0.7914837581152168
48,1.0,1.0,1.0,0.8840994804223421
49,1.0,0.8985714285714286,0.7021276595744681,0.7923182251866941
50,1.0,0.7909120310478654,0.7142857142857143,0.8136109349086341
51,1.0,0.7800144822592324,0.6695652173913044,0.7839632102818872
52,1.0,0.7909120310478654,0.7142857142857143,0.8136109349086341
