,Fitness,Precision,Simplicity,Generalization
0,0.684517333140676,1.0,0.22592592592592592,0.7140272492609021
1,0.9087934965139018,0.9925106990014265,0.4177215189873418,0.778781981587746
2,0.8065550270149742,0.9774030354131534,0.35416666666666663,0.7188308564034267
3,0.955913678357196,0.9787234042553191,0.48148148148148145,0.6897041862647644
4,0.9145155784907086,0.958203368683718,0.4639175257731959,0.7335263939134467
5,0.7345554286396783,1.0,0.28150134048257375,0.7243980886296235
6,0.8800954841396018,0.9746755302310858,0.42105263157894735,0.7349232494700586
7,0.7348903780749202,1.0,0.2508833922261484,0.731642206287243
8,0.7263845303412142,1.0,0.2131979695431472,0.7442163910050787
9,0.9087934965139018,0.9925106990014265,0.4177215189873418,0.778781981587746
10,0.7345554286396783,1.0,0.28150134048257375,0.7243980886296235
11,0.8888888888888888,1.0,0.41935483870967744,0.7287118499592795
12,0.8167635449849606,0.9872241579558653,0.3010752688172043,0.7570606579938328
13,0.8332718026793605,0.9480097481722177,0.28787878787878785,0.7276620333744448
14,0.655893899370681,1.0,0.1923890063424947,0.7336832134948575
15,0.9464508152240941,0.9466203411244473,0.43999999999999995,0.757248091513926
16,0.7084824087872585,1.0,0.21764705882352942,0.7319655474577397
17,0.8888888888888888,1.0,0.41935483870967744,0.7287118499592795
18,0.8332718026793605,0.9480097481722177,0.28787878787878785,0.7276620333744448
19,0.8135843764782722,1.0,0.3153153153153153,0.6660577135691843
20,0.8052886876896677,0.9712785670166769,0.35416666666666663,0.7651572571891759
21,0.7953067149799387,0.9872004357298475,0.3080568720379147,0.7792302844756017
22,0.9145155784907086,0.958203368683718,0.4639175257731959,0.7335263939134467
23,0.7942493399328592,1.0,0.3181818181818181,0.7763972266379146
24,0.7224557058405838,0.9926522043386984,0.26430517711171664,0.756029605073527
25,0.9293420390944869,0.9631384939441812,0.5483870967741935,0.7739444685789313
26,0.6551155287300746,1.0,0.21985815602836878,0.7304734828479273
27,0.8065550270149742,0.9774030354131534,0.35416666666666663,0.7188308564034267
28,0.7815257100622954,0.9842342342342343,0.2584269662921348,0.7633387231441662
29,0.8213211904959478,0.9934256055363322,0.3398058252427184,0.7246355711379947
30,0.6392939285342282,1.0,0.16988416988416988,0.7202180739570387
31,0.8248723970951551,1.0,0.3333333333333333,0.7596174072631798
32,0.8182717160284665,0.9772036474164134,0.36312849162011174,0.7798621768306402
33,0.9463389618467861,0.9878234398782344,0.5555555555555556,0.7682222291452504
34,0.7953067149799387,0.9872004357298475,0.3080568720379147,0.7792302844756017
35,0.6551155287300746,1.0,0.21985815602836878,0.7304734828479273
36,0.9286780370195558,0.9620817843866171,0.52,0.7617967593593516
37,0.8260783918714766,0.9872894820463934,0.348314606741573,0.7841248682729984
38,0.8535894085943427,1.0,0.3257142857142857,0.7828315843860935
39,0.8429692790740627,0.9987819732034104,0.2840909090909091,0.7510589340349139
40,0.6576896304421195,1.0,0.18326693227091634,0.7453335131466564
41,0.8991593681244334,0.9616073713846941,0.3846153846153846,0.7668452860248411
42,0.7345554286396783,1.0,0.28150134048257375,0.7243980886296235
43,0.8454307494390555,0.9726253298153035,0.3448275862068966,0.7354620262357612
44,0.6731251787836897,1.0,0.22504230118443316,0.6591638406408047
45,0.8605298503240701,0.9708766716196137,0.3856209150326797,0.8164138863886407
