,Fitness,Precision,Simplicity,Generalization
0,1.0,1.0,0.8,0.8127838776341147
1,0.9860847564832385,0.9843205574912892,0.7931034482758622,0.8274982622459097
2,0.9932885906040269,0.9966432712847116,0.9259259259259258,0.8685084563049194
3,0.9688289806234204,0.9891160949868074,0.8888888888888888,0.8330449375019268
4,0.9915611814345991,0.9931588340273647,0.8666666666666667,0.8573568086115824
5,0.997134670487106,0.9969088098918083,0.8823529411764706,0.8441394481166165
6,1.0,1.0,0.8,0.812902236839309
7,1.0,1.0,0.8947368421052632,0.834439758129734
8,1.0,1.0,1.0,0.9
9,0.9969909729187563,0.9946140035906643,0.8461538461538463,0.8455542386739029
10,0.9969909729187563,0.9946140035906643,0.8461538461538463,0.8455542386739029
11,0.9901520035653555,0.635678391959799,0.851851851851852,0.8443190506949892
12,0.9992852037169406,0.9992286926340147,1.0,0.8829469579519801
13,1.0,1.0,0.8,0.812902236839309
14,1.0,1.0,1.0,0.9
15,0.9880900353532662,0.6241286863270777,0.8297872340425531,0.8133570156955653
16,1.0,1.0,1.0,0.8783489257267705
17,0.9906542056074766,0.9958333333333333,1.0,0.860892318015507
18,0.9959514170040485,0.9964695498676082,0.8823529411764706,0.8315581330188727
19,1.0,1.0,1.0,0.9
20,0.9992354740061162,1.0,0.9354838709677418,0.8566117231522137
21,1.0,1.0,1.0,0.8765283631264775
22,1.0,0.9941379310344828,0.8378378378378379,0.8416503041614898
23,1.0,1.0,1.0,0.9
24,1.0,1.0,1.0,0.9
25,0.9880900353532662,0.6241286863270777,0.8297872340425531,0.8133570156955653
26,1.0,1.0,1.0,0.9
27,0.9906542056074766,0.9958333333333333,1.0,0.860892318015507
28,0.9945155393053017,0.9959657085224407,1.0,0.8780483356341363
29,1.0,1.0,1.0,0.8783489257267705
30,1.0,1.0,0.8,0.8127838776341147
31,1.0,1.0,1.0,0.9
32,1.0,1.0,1.0,0.9
33,1.0,1.0,1.0,0.9
34,0.9917506874427131,0.9959718026183283,0.92,0.8618255761873473
35,1.0,1.0,1.0,0.8631810166779471
36,0.9933333333333333,1.0,1.0,0.8603268963528353
37,0.9959514170040485,0.9964695498676082,0.8823529411764706,0.8315581330188727
38,0.9892150988615938,0.9883720930232558,0.791044776119403,0.819380313383137
39,0.9830858850559216,0.6399793388429752,0.8620689655172413,0.847365429092299
40,0.9979959919839679,0.9977678571428571,1.0,0.8760666878666031
41,1.0,1.0,0.8947368421052632,0.834439758129734
42,0.9932885906040269,0.9966432712847116,0.9259259259259258,0.8685084563049194
43,0.9833080381267749,0.46128550074738417,0.8823529411764706,0.8246699475128724
44,0.9901520035653555,0.635678391959799,0.851851851851852,0.8443190506949892
45,0.9966555183946488,0.9982132221560452,0.9047619047619049,0.8569317229552454
46,0.9896531271730682,0.37438487438487433,0.9473684210526317,0.8258480379537003
47,0.9880404783808647,0.9946073474890462,0.92,0.8676706391909383
48,0.998330550918197,0.9981718464351006,1.0,0.8784197795056483
49,0.9896531271730682,0.37438487438487433,0.9473684210526317,0.8258480379537003
50,1.0,1.0,0.8,0.8127838776341147
51,0.9896531271730682,0.37438487438487433,0.9473684210526317,0.8258480379537003
52,1.0,1.0,0.8,0.812902236839309
53,0.9871244635193133,0.6240980030206411,0.8399999999999999,0.8172030293214916
